Recipe ID,Recipe Title,Calories,Fat/g,Carbo/g,Protein/g,Alcohol,Vegetarian,Vegan,Gluten Free,Dairy Free,Dish Type,Ingredients,Instructions,Ready in Minutes,Image,Popular,Price Per Serving,Halal,Breakfast,Lunch,Dinner,Snack 1,Snack 2
766,Salmon Club with Avocado Butter,89.75,4.85,8.32,4.36,0.0,0,0,0,0,appetizer,"arugula leaves,   avocado,   juice of lemon,   kosher salt,   oregano leaves,   pumpernickel bread,   salmon fillet,   unsalted butter","Place the avocado, lemon juice, butter, oregano, and 3/4 teaspoon of the salt in a food processor. Pulse until nearly smooth, about 30 seconds. Set aside. Place a medium nonstick skillet over medium heat. Coat with vegetable cooking spray. Sprinkle the salmon with the remaining salt. Place in heated skillet. Cook until just cooked through, about 3 minutes per side. Transfer to a plate. Assemble 2 sandwiches, alternating pumper-nickel, avocado butter, salmon, and arugula, as shown on the previous page. Secure with toothpicks before serving.",15,https://spoonacular.com/recipeImages/1408-556x370.jpg,0,7.0,1,0,0,0,0,1
767,Miso Salmon With Mushrooms,419.75,23.46,14.33,38.51,1.7,0,0,1,0,main course,"butter,   chives,   mirin,   miso,   mushrooms,   salmon fillets","Preheat the oven to 400 degrees F. In a small bowl combine the miso and mirin and stir until smooth.Cut two sheets of heavy-duty aluminum foil. If your aluminum foil is thin, just fold over a large sheet to make it double layered.Place a salmon fillet in the center of each piece of foil. Salt and pepper the salmon. Top each piece of salmon with half the mushrooms. Add 1 tablespoon of butter to each package, and then divide the miso sauce between each one.Fold the top and bottom of the package up and over the salmon until the two sides meet, then fold that edge over at least 3 times. Fold the left and right edges over at least three times each to make a sealed pouch for the salmon and mushrooms to cook in.Place the packets on a baking sheet and put it in the oven for 15 minutes. When the salmon is done, use some scissors to cut the tops of each pouch and garnish with chives. Be careful when you cut into the packets, as the trapped steam can be very hot. Serve the salmon with some plain rice or boiled potatoes.",45,https://spoonacular.com/recipeImages/1411-556x370.jpg,0,4.9801,0,0,1,0,0,0
768,Broiled Red Snapper with Lime Butter,208.93,6.55,0.28,34.97,0.0,0,0,1,0,main course,"black pepper,   butter,   fresh cilantro,   ground ginger,   jalapeno pepper,   lime rind,   red snapper,   salt","Combine first 5 ingredients in a bowl. Stir in 1/4 teaspoon salt. Cover and chill. Heat a large nonstick skillet over medium-high heat. Sprinkle both sides of fish with the remaining 1/2 teaspoon salt and black pepper. Coat pan with cooking spray. Add fish to pan; cook 3 minutes on each side or until fish flakes easily when tested with a fork or until desired degree of doneness. Place 1 fillet on each of 4 plates, and top each serving with 1 1/2 teaspoons butter mixture. Serve with lime wedges, if desired.",45,https://spoonacular.com/recipeImages/1414-556x370.jpg,0,2.7369,1,0,1,0,0,0
769,Grilled Salmon With Dill Butter,447.24,30.92,5.73,35.1,0.0,0,0,1,0,main course,"black pepper,   bell pepper,   extra virgin olive oil,   extra virgin olive oil,   fresh dill,   fresh dill,   garlic,   garlic,   kosher salt,   kosher salt,   salmon,   salmon,   unsalted butter,   unsalted butter","Preheat grill and clean with a grill brush. In a food processor, place garlic, dill, 3 tablespoons of oil, and the butter and pulse until combined. Set aside. Rub the remaining oil over steaks and season with salt and pepper. Grill steaks, 2 to 3 minutes per side. Remove to a platter and generously spread the dill butter mixture over the fish. Serve immediately.",45,https://spoonacular.com/recipeImages/1416-556x370.jpg,0,4.4959,1,0,1,0,0,0
770,Salmon With Pistachio-basil Butter,423.48,28.46,2.19,35.02,2.06,0,0,1,0,main course,"basil leaves,   butter,   dry white wine,   garlic clove,   lime juice,   pistachios,   salmon fillets","Finely chop pistachios, 10 basil leaves, and garlic in processor. Add butter and lime juice and process until well blended. Season to taste with salt and pepper. Transfer pistachio butter to small bowl. Cover and chill until cold. DO AHEAD Can be made 3 days ahead. Keep chilled.Preheat oven to 400F. Butter 13x9x2-inch baking dish. Place salmon fillets in dish in single layer. Pour wine over. Sprinkle salmon with salt and pepper. Bake salmon until almost opaque on top, about 8 minutes. Place 2 tablespoons pistachio butter atop each salmon piece. Continue baking until salmon fillets are just opaque in center, about 5 minutes longer. Transfer salmon to plates. Garnish with additional basil leaves.",45,https://spoonacular.com/recipeImages/1417-556x370.jpg,0,4.3545,0,0,1,0,0,0
771,Glazed Salmon,128.82,5.0,8.64,12.3,0.0,0,0,1,0,appetizer,"apple cider,   baby spinach,   baby spinach,   bell pepper,   butter,   honey,   honey,   lemon,   lemon juice,   lemons,   olive oil,   olive oil,   salmon fillets,   salmon fillets,   salt,   salt and pepper,   white wine","Put the apple cider and honey in a small shallow pan on medium high heat. Let it come to a boil and boil it until the mixture reduces by about half, leaving you with a little more than 1/4 cup of glaze. Let cool for a minute. Arrange the salmon fillets (skin-side down, if using skin-on salmon fillets) in arimmed dish large enough to fit all of the fillets in a single layer. Pour the honey cider glazeover the salmon. Let it sit for 5 minutes, then turn the salmon pieces over and let sit for another 5 minutes in the glaze. Heat olive oil in a large skillet on medium-high. (It helps to use a relatively stick-free pan like hard anodized aluminum.) Sprinkle the flesh side of the salmon fillets with salt. Place the fillets flesh side down (skin-side up) in the hot pan. Cook for 2 minutes on medium high heat. As you cook the fish, brush the sides of the fillets with some of the glaze. Turn the salmon fillets over (now skin-side down) and brush with the remaining honey cider glaze. Sprinkle salmon with lemon juice. Lower the heat to medium. Cook for 3to5minutes until the salmon is just barely cooked through. Remove the pan from heat. Some of the glaze should have caramelized in the pan. Use a pastry brush to brush any pan juices over the top of the fillets. Cover with foil to keep warm. In a separate large skillet, melt the butter over medium-high heat. Add the baby spinach to the pan. Cook for a minute. When the spinach begins to wilt, use tongs to turn the leaves over in the pan to help coat the leaves with a little butter. Sprinkle with salt and pepper. Continue to cook a minute or two more until the spinach is wilted. To serve, divide the spinachamong 4 plates. Arrange a piece of salmon to the side or on top and garnish with a slice of lemon.",23,https://spoonacular.com/recipeImages/1418-556x370.jpg,0,19.0,0,0,0,0,0,1
772,Lemon-horseradish Sole,396.64,23.78,1.73,42.76,0.0,0,0,1,0,main course,"butter,   butter,   coarse salt,   dijon mustard,   dijon mustard,   fresh parsley,   fresh parsley,   horseradish,   horseradish,   lemon juice,   lemon juice,   lemon zest,   lemon zest,   sole,   sole","Preheat your oven to 400°F (200°C). Place the sole fillets in a baking dish or on a baking sheet lined with parchment paper. In a small bowl, whisk together the olive oil, lemon juice, prepared horseradish, minced garlic, and lemon zest. Drizzle the mixture over the sole fillets, making sure they are evenly coated. Season the fillets with salt and pepper to taste. Bake the sole fillets in the preheated oven for about 10-12 minutes, or until they are opaque and cooked through. Once cooked, remove the sole fillets from the oven and transfer them to serving plates. Garnish with fresh chopped parsley and serve with lemon wedges on the side. You can serve the Lemon-Horseradish Sole with steamed vegetables, roasted potatoes, or a side salad for a complete meal.",15,https://spoonacular.com/recipeImages/1419-556x370.jpg,0,7.4123,1,0,1,0,0,0
773,Sautéed Sole with Browned Butter,199.28,11.83,1.2,21.39,0.0,0,0,1,0,main course,"black pepper,   butter,   capers,   lemon juice,   salt,   shallots,   sole","Sprinkle fish evenly with salt and 1/8 teaspoon pepper. Heat a large nonstick skillet over medium-high heat. Coat pan with cooking spray. Add 2 fillets to pan; saut 1 1/2 minutes or until browned. Carefully turn fillets; saut 1 1/2 minutes or until fish flakes easily when tested with a fork or until desired degree of doneness. Place fillets on a plate; keep warm. Repeat procedure with cooking spray and remaining fillets. Melt butter in pan; cook 2 minutes or just until lightly browned. Add shallots to butter; saut 45 seconds, stirring frequently. Remove from heat; stir in remaining 1/8 teaspoon pepper, capers, and fresh lemon juice. Serve with fish.",45,https://spoonacular.com/recipeImages/1423-556x370.jpg,0,3.6141,1,0,1,0,0,0
774,Easy Baked Parmesan Tilapia,1072.28,31.45,82.18,118.67,0.0,0,0,0,0,main course,"Spice Rub,   basil,   butter,   cheese,   fish,   garlic clove,   grated parmesan cheese,   lemon,   pear,   ready-to-serve Asian fried rice,   ready-to-serve Asian fried rice,   red delicious apple,   salt and pepper,   simple syrup,   thyme,   tilapia,   tilapia,   tilapia,   by jessica on january 26,   comments,   currently crushing on,   how to stay in love,   in fact,   post navigation,   posted in recipes,   true story,   year three,   you may also like","Preheat oven to 400 degrees.Pat tilapia dry (if frozen, it should be thawed first) with a paper towel and season with salt and pepper. Lay on a baking sheet sprayed with non-stick spray and bake for 10-12 minutes. While fish is baking, mix butter with garlic, thyme and parmesan cheese.Remove fish from oven and gently flip. Spread about 1/2 tablespoons of butter mixture on the fish, and heat the broiler in your oven. Set fish under the broiler for about 2-3 minutes, or until cheese gets golden and bubbly.Serve with lemon.Its so versatile too! You can serve it with rice, on a salad, in a sandwich, or even with a side of vegetables if you like that kind of thing.posted in Recipes, Seafood116 comments",45,https://spoonacular.com/recipeImages/1424-556x370.jpg,0,11.7476,1,0,1,0,0,0
775,Tasty Tilapia,350.73,12.64,2.43,57.35,0.0,0,0,1,0,main course,"basil,   butter,   cajun seasoning,   dried onion flakes,   garlic powder,   lemon pepper,   olive oil,   parsley flakes,   tilapia,   tilapia fillet,   min | 5 min prep","In a large sauce pan, over medium heat, saute together everything except the fish.Add the fish, and adjust the heat to medium-high. The fish will cook quickly.Brown each side cooking for 3-4 minutes per side. (adjust temperature if needed).Be careful not to over-cook the fish.",30,https://spoonacular.com/recipeImages/1425-556x370.jpg,0,5.2521,1,0,1,0,0,0
776,Grilled Halibut with BBQ Butter,604.38,31.49,50.56,39.54,0.0,0,0,1,0,main course,"asparagus,   bbq seasoning,   butter,   cayenne pepper,   halibut fillets,   kosher salt,   olive oil,   onion powder,   orange zest,   oregano leaves,   paprika,   pepper,   scallion,   sugar","Watch how to make this recipe. Seasoning: Stir the paprika, sugar and onion powder together in a bowl and set aside. Halibut: In a small bowl, using a rubber spatula, combine the oregano, scallions, butter, barbeque seasoning, orange zest, 1/4 teaspoon salt and cayenne pepper. Spoon the seasoned butter onto a piece of plastic wrap. Using the plastic wrap as a shield for your hands, shape the butter into a log, wrapping it in the plastic, and refrigerate for at least 30 minutes. Heat a grill to medium-high. Brush the fish fillets on both sides with olive oil and season with salt and pepper. Grill the halibut fillets until the center of the fish is opaque and firm, about 4 minutes per side. Brush the asparagus with some more oil and season the stalks with salt and pepper. Grill the spears until they are tender, turning them once, about 6 minutes total. Transfer the fish and asparagus to serving plates. Spread a generous tablespoon of the barbeque butter over the fish. Serve the remaining butter alongside the fish, if desired.",51,https://spoonacular.com/recipeImages/1426-556x370.jpeg,0,9.0,1,0,1,0,0,0
777,Grilled Salmon with Dill Pickle Butter,468.64,36.21,0.52,34.06,0.0,0,0,1,0,main course,"dijon mustard,   dill pickles,   olive oil,   salmon fillets,   salt and pepper,   tarragon,   unsalted butter","Light a grill. In a small bowl, blend the butter with the diced pickles, tarragon and mustard and season with salt and pepper. Rub the salmon with oil and season with salt and pepper. Grill over moderately high heat, skin side down, until the skin is lightly charred and crisp, about 3 minutes. Using a metal spatula, turn the fillets and grill until barely done in the center, about 4 minutes longer. Transfer the salmon to plates. Top with the dill pickle butter and serve.",45,https://spoonacular.com/recipeImages/1428-556x370.jpg,0,4.1498,1,0,1,0,0,0
